Kod,Waga,Waga_Pz,Wilg,Piach,Olej
T23110951,1238,"1158,3","4,2","7,21","1,36"
T23110961,719,687,"6,1","5,43","2,71"
T23111331,755,707,"6,9","5,20","1,94"
T23111341,448,404,"7,1","5,43","2,11"
T23111351,1140,1140,"6,3","5,20","2,56"
T23111361,983,935,"6,3","5,43","2,99"
T23111431,579,549,"7,7","5,20","2,26"
T23111451,1044,1010,"5,7","5,20","2,02"
T23111461,552,519,"6,1","5,20","2,37"
T23111541,570,538,"7,0","5,79","2,24"
T23111551,998,948,"5,5","6,59","2,08"
T23111561,1027,"963,4","6,1","4,88","2,60"
T23111641,904,847,"5,9","4,88","2,08"
T23111651,1188,1147,"4,9","4,88","2,52"
T23111661,895,859,"4,2","5,28","2,48"
T23111731,849,786,"5,8","6,18","2,10"
T23111741,1000,"963,4","5,7","6,59","2,08"
T23111751,1130,1082,"5,0","4,88","2,60"
T23111761,802,761,"6,2","6,18","2,41"
T23111831,1000,963,"6,2","6,18","2,84"
T23111841,951,913,"5,9","6,59","2,22"
T23111851,1247,1203,"5,7","5,79","2,53"
T23111861,961,904,"5,9","6,59","2,82"
T23112051,1143,1090,"6,4","5,79","2,35"
T23112061,1435,1382,"6,4","6,18","2,79"
T23112141,690,649,"6,3","5,79","2,46"
T23112161,456,441,"6,5","5,79","2,45"
T23112241,703,"674,5","6,2","6,00","2,54"
T23112341,957,889,"5,8","6,00","2,05"
T23112351,808,"759,8","7,1","6,00","2,22"
T23112361,1204,1149,"5,7","6,00","2,33"
T23112431,348,"328,8","7,6","6,00","2,52"
T23112451,1174,"1135,5","5,0","5,90","1,83"
T23112461,584,555,"6,3","5,90","2,25"
T23112541,1031,994,"4,8","4,44","1,83"
T23112551,1128,1091,"5,3","6,63","2,64"
T23112561,940,893,"6,0","6,63","2,58"
T23112761,822,792,"5,5","6,63","2,20"
T23112841,800,"769,2","6,7","5,90","2,96"
T23112851,1198,1120,"5,1","4,44","2,25"
T23112941,567,"536,8","7,1","4,44","2,10"
T23112951,1151,1106,"5,6","6,81","1,96"
T23113041,511,490,"6,7","6,81","2,51"
T23113051,1037,992,"5,3","5,90","2,24"
T23113061,839,"789,5","5,3","6,81","1,64"
T23120141,337,"318,4",,"5,90",
T23120151,782,731,"5,4","4,95","2,10"
T23120161,782,"751,2","5,5","6,78","2,58"
T23120241,1204,1204,"6,3","6,78","1,89"
T23120251,1142,"1104,1","5,7","6,78","2,45"
T23120261,777,"746,6","5,3","6,49","2,23"
T23120431,955,919,"6,2","4,95","2,64"
T23120441,1148,"1085,7","5,6","4,95","1,79"
T23120451,784,745,"5,4","6,49","1,66"
T23120461,471,431,"6,2","6,49","1,94"
T23120541,569,524,"5,8","6,49","1,97"
T23120551,1185,1148,"5,7","5,40","2,32"
T23120631,526,"486,2","7,0","5,05","2,18"
T23120651,830,"798,5","5,3","5,40","2,08"
T23120661,1004,1004,"5,2","5,05","2,16"
T23120741,670,"632,8","6,8","5,40","2,60"
T23120751,1083,1039,"5,9","5,05","2,92"
T23120941,956,912,"5,2","5,40","2,17"
T23120961,748,716,"5,4","4,45","2,67"
T23121141,962,922,"5,9","4,45","2,18"
T23121151,600,566,"6,6","5,40","1,81"
T23121161,864,824,"5,9","4,45","3,04"
T23121241,789,752,"6,9","4,45","2,12"
T23121251,1119,1119,"5,6","4,73","2,09"
T23121261,421,397,"6,5","4,45","2,20"
T23121331,815,785,"6,1","4,73","2,71"
T23121351,704,680,"6,5","4,73","2,21"
T23121361,738,700,"5,9","4,73","2,54"
T23121361,1083,1038,"5,7","4,68","2,24"
T23121441,616,587,"6,2","4,73","2,48"
T23121451,800,768,"6,2","4,68","2,71"
T23121541,3356,3221,"7,4","5,92","2,58"
T23121551,1128,1084,"5,1","4,68","1,80"
T23121561,999,"962,4","5,6","4,68","2,27"
T23121651,1002,"960,3","5,1","4,65","2,45"
T23121831,861,827,"6,5","5,81","2,50"
T23121841,747,"701,4","7,9","5,92","1,77"
T23121851,1162,1101,"6,3","4,65","2,00"
T23121861,1102,1102,"6,5","4,65","1,96"
T23121931,748,714,"6,3","5,81","2,34"
T23121941,903,862,"5,5","5,81","2,47"
T23121951,1100,1100,"5,8","5,81","2,02"
T23121961,1231,1152,"5,7","6,71","1,24"
T23122031,524,501,"7,7","4,65","2,37"
T23122041,650,593,"7,4","6,71","2,49"
T23122061,645,"614,8","6,2","5,81","2,13"
T23122131,700,655,"6,5","6,71","2,34"
T23122141,901,"866,3","5,1","6,71","2,71"
T23122161,887,845,"5,6","5,20","2,80"
T23122241,1082,1018,"5,9","4,73","1,84"
T23122251,874,825,"5,4","4,73","1,69"
T23122261,1122,1064,"5,7","5,20","1,83"
T23122351,902,857,"6,0","6,00","2,48"
T23122731,2496,2496,"7,0","4,18","2,24"
T23122751,1182,"1127,4","5,3","7,19","1,70"
T23122761,821,757,"5,5","5,20","1,50"
T23122841,1254,1199,"5,2","6,00","1,95"
T23122851,732,700,"6,2","4,18","1,48"
T23122851,713,684,"6,2","6,00","1,48"
T23122861,815,755,"5,4","7,19","2,23"
T23122941,1766,1766,"6,5","4,83","2,54"
T23122951,701,675,"6,1","7,19","2,57"
T23122961,449,418,"6,0","4,83","2,56"
T23123041,1208,1167,"5,7","4,69","2,21"
T23123051,922,886,"5,4","4,69","2,19"
T23123061,934,895,"4,9","4,83","2,32"
T24010261,813,"747,4","5,8","4,83","1,82"
T24010341,1179,1125,"6,2","4,69","2,34"
T24010351,880,843,"6,3","4,69","1,74"
T24010361,988,"936,6","6,7","6,44","2,70"
T24010431,918,876,"6,1","6,44","2,24"
T24010451,1080,1080,"6,1","5,34","1,98"
T24010461,650,"620,5","6,4","6,44","2,10"
T24010541,1232,1175,"5,2","5,34","2,71"
T24010551,968,926,"5,1","5,83","1,71"
T24010561,378,357,,"5,34",
T24010831,777,"732,5","7,2","5,83","2,11"
T24010841,785,"744,8","5,3","5,67","2,02"
T24010851,1196,"1149,9","4,7","5,83","1,83"
T24010861,1090,1028,"5,7","5,83","2,11"
T24010931,599,"570,5","6,9","5,92","1,85"
T24010941,738,"704,5","5,6","5,92","1,42"
T24010951,1469,"1415,5","5,1","5,67","1,45"
T24011031,837,"799,9","6,5","5,92","1,86"
T24011041,1048,1048,"5,8","5,92","2,04"
T24011051,768,738,"5,1","5,92","1,98"
T24011131,795,741,"6,4","4,51","1,92"
T24011141,1042,1002,"5,2","5,67","2,67"
T24011151,1150,1103,"5,0","5,91","1,93"
T24011241,629,605,"7,6","4,69","1,89"
T24011251,1035,991,"4,7","4,51","1,96"
T24011341,836,794,"6,5","5,91","2,58"
T24011351,1136,1095,"5,5","5,91","1,76"
T24011361,1140,"1098,6","4,7","5,67","2,76"
T24011541,913,"870,9","6,1","5,91","2,74"
T24011551,989,"946,2","5,7","4,51","1,86"
T24011551,719,"683,3","7,0","4,51","2,52"
T24011561,767,"714,2","4,5","4,69","2,14"
T24011631,499,"472,6","7,3","5,08","2,13"
T24011651,990,"949,3","5,3","4,69","1,75"
T24011661,1134,1058,"5,2","6,66","1,67"
T24011741,855,818,"5,8","5,08","1,60"
T24011751,878,834,"5,8","6,66","1,87"
T24011761,856,856,"5,5","6,66","2,29"
T24011841,915,871,"6,5","4,69","2,04"
T24011841,696,654,"6,1","5,78","1,89"
T24011851,755,720,"5,8","5,08","2,33"
T24011851,924,"879,8","5,2","5,08","2,17"
T24011861,748,712,"6,2","5,78","2,45"
T24011961,848,"810,9","5,5","5,08","2,45"
T24012031,1018,"977,3","7,2","5,78","2,12"
T24012051,1094,"1041,6","5,4","5,55","1,97"
T24012061,949,"913,3","5,1","5,78","2,68"
T24012241,730,690,"5,6","5,55","2,49"
T24012251,1003,970,"5,8","5,78","1,72"
T24012261,1167,1167,"5,8","4,58","2,49"
T24012331,807,807,"9,3","4,69","2,50"
T24012331,"884,5","884,5","9,3","5,55","2,50"
T24012341,777,"729,9","7,9","4,58","2,68"
T24012351,1220,1173,"5,9","4,88","2,35"
T24012361,557,521,"6,8","4,51","2,86"
T24012441,1082,1033,"6,4","4,94","2,32"
T24012451,1021,971,"6,2","4,94","1,78"
T24012461,956,915,"5,5","4,94","2,98"
T24012531,699,665,"7,0","4,88","2,73"
T24012541,578,"541,6","7,0","4,58","2,68"
T24012551,936,"896,8","6,4","4,94","2,15"
T24012561,1054,"1006,3","5,5","5,24","2,36"
T24012631,841,806,"6,3","4,88","2,01"
T24012641,874,837,"5,0","5,24","2,37"
T24012651,851,"745,6","5,7","5,24","2,09"
T24012661,1057,1057,"5,4","5,24","2,27"
T24012731,798,"765,2","6,7","4,72","2,28"
T24012741,882,"843,6","6,5","4,72","2,64"
T24012751,731,702,"6,4","4,72","2,49"
T24012931,850,805,"8,0","4,72","2,49"
T24012941,1027,"984,2","5,8","5,00","2,38"
T24012951,666,"628,3","6,9","5,00","2,57"
T24013031,964,"918,8","6,7","5,00","2,22"
T24013041,682,"648,5","6,4","4,39","1,82"
T24013051,921,"873,9","4,9","5,00","2,14"
T24013061,699,699,"11,2","4,72","1,19"
T24013061,"758,5","758,5","11,2","5,00","1,19"
T24013061,775,775,"11,2","4,39","1,19"
T24020541,974,"921,9","5,7","4,39","2,31"
T24020551,1217,"1161,3","5,6","4,39","2,36"
T24020561,953,"906,6","5,8","4,46","2,19"
T24020631,983,"934,5","5,9","4,46","1,96"
T24020631,289,"267,6",,"6,11",
T24020651,1182,1123,"6,5","4,46","2,53"
T24020661,856,"805,6","7,4","4,46","3,19"
T24020731,1008,"960,2","6,7","4,84","2,12"
T24020731,918,"873,8","6,0","5,99","2,27"
T24020751,1043,987,"5,7","4,84","2,20"
T24020761,794,"750,5","6,8","4,84","2,99"
T24020831,1099,"1048,3","7,0","5,99","1,86"
T24020841,715,"675,6","6,2","4,39","2,50"
T24020851,1052,"999,3","5,8","4,84","2,82"
T24020861,1058,1013,"5,6","5,99","2,04"
T24020931,927,"887,6","6,7","5,99","2,90"
T24020941,610,565,"7,1","6,18","2,08"
T24020951,950,"899,5","5,7","6,18","2,32"
T24021031,1738,1661,"7,4","6,18","2,85"
T24021051,698,658,"6,9","6,18","2,93"
T24021061,990,"952,2","6,2","5,68","2,60"
T24021061,1003,943,"7,1","5,68","1,90"
T24021231,970,"922,2","6,4","5,68","2,43"
T24021251,1105,"1042,9","6,7","6,56","2,72"
T24021261,982,"939,2","5,2","5,68","2,06"
T24021341,1703,"1616,6","6,2","6,56","1,89"
T24021341,434,"412,2","6,7","6,11","2,04"
T24021351,1017,953,"5,9","6,11","2,68"
T24021351,800,"763,6","5,8","6,85","2,60"
T24021361,917,867,"6,0","6,11","2,63"
T24021461,1102,1052,"5,3","6,11","2,10"
T24021531,1222,1167,"5,7","6,85","2,24"
T24021541,1049,"1005,6","6,2","4,58","1,74"
T24021551,843,"795,5","5,8","4,58","2,39"
T24021561,1198,"1146,6","5,9","4,58","2,00"
T24021631,328,328,"11,5","6,56","0,86"
T24021631,129,129,"11,5","6,85","0,86"
T24021631,301,301,"11,5","6,20","0,86"
T24021641,621,"585,6","7,1","6,85","2,16"
T24021651,1235,1171,"6,7","6,85","1,96"
T24021661,906,"859,6","5,1","4,58","2,72"
T24021741,928,"874,5","6,3","6,41","2,30"
T24021751,917,"869,3","6,1","6,20","2,67"
T24021761,788,"755,2","5,3","6,20","1,81"
T24021931,1025,"982,9","6,7","6,41","2,89"
T24021941,1346,"1290,3","5,5","6,41","1,98"
T24021951,921,"866,9","6,6","6,20","2,26"
T24021961,1076,"1027,2","6,4","6,20","2,77"
T24022031,587,565,"7,0","6,41","2,08"
T24022031,694,"663,9","7,0","4,39","2,08"
T24022041,607,"573,5","7,0","6,56","1,69"
T24022141,844,"798,5","9,0","5,09","2,23"
T24022151,297,250,"5,9","6,43","2,38"
T24022151,616,"616,5","5,9","5,32","2,38"
T24022161,751,703,"6,6","5,09","2,56"
T24022241,1083,"1040,3","6,3","5,32","2,04"
T24022251,1577,"1496,3","5,5","6,43","2,51"
T24022331,948,903,"5,1","6,43","2,47"
T24022341,933,"891,3","6,2","5,32","2,12"
T24022351,1145,"1096,2","6,3","5,09","2,36"
T24022361,1032,"991,3","6,3","6,44","2,32"
T24022431,863,"827,8","7,1","7,45","2,78"
T24022461,896,"833,9","7,5","5,78","2,16"
T24022631,1701,"1607,5","7,5","7,45","2,28"
T24022651,631,586,"7,9","4,39","2,02"
T24022661,1045,"993,6","6,0","5,78","2,38"
T24022731,832,"792,8","6,4","4,39","2,78"
T24022741,1360,"1277,2","6,8","7,45","1,96"
T24022751,1001,"954,5","6,0","6,44","2,76"
T24022761,938,"893,9","6,2","5,78","3,00"
T24022831,1093,"1046,2","7,4","5,78","2,00"
T24022841,724,689,"5,0","6,44","2,38"
T24022851,1223,"1168,8","5,4","6,44","2,56"
T24022861,610,567,"6,8","4,39","2,18"
T24022931,845,805,"6,7","5,21","2,56"
T24022941,915,"866,5","7,2","5,63","2,38"
T24022951,1015,1015,"6,4","4,39","2,60"
T24022961,889,"851,9","5,4","5,21","2,32"
T24030131,994,"952,8","6,8","6,08","2,06"
T24030141,1198,"1150,2","5,3","4,31","2,48"
T24030151,1068,1018,"5,9","3,42","2,66"
T24030161,1004,959,"5,6","5,63","2,31"
T24030231,872,"838,5","6,7","5,21","1,99"
T24030241,988,948,"5,3","3,42","2,35"
T24030251,778,"740,9","5,7","4,31","2,28"
T24030261,817,"774,9","6,6","3,42","2,12"
T24030431,1665,"1580,8","7,2","6,08","2,45"
T24030431,340,340,"7,1","5,14","1,96"
T24030431,341,341,"7,2","5,29","2,45"
T24030451,1020,"974,3","5,6","3,42","2,22"
T24030461,1025,"978,6","7,4","4,31","2,99"
T24030531,717,"684,9","6,6","5,63","2,11"
T24030541,844,"809,8","5,9","4,31","2,05"
T24030551,925,"882,2","5,5","6,22","2,06"
T24030561,1056,"1010,2","6,9","6,22","2,48"
T24030631,996,"955,4","6,0","5,98","2,60"
T24030641,1072,"1029,2","4,5","4,83","1,74"
T24030651,895,"870,9","5,8","4,83","2,25"
T24030661,627,"598,5","6,7","6,22","2,18"
T24030741,1772,"1696,3","5,7","5,98","2,63"
T24030751,773,"737,8","6,2","4,83","2,41"
T24030761,846,"807,5","6,1","4,97","2,75"
T24030831,1082,"1043,5","6,4","4,74","1,86"
T24030841,1103,"1062,3","6,3","4,97","1,71"
T24030851,1068,"1023,8","5,2","4,74","2,24"
T24030861,745,"716,6","5,6","5,60","2,13"
T24030941,983,"942,3","8,9","4,97","1,93"
T24030951,702,"663,6","6,0","4,74","2,30"
T24030961,291,"273,2",,"4,74",
T24031131,1335,"1266,5","7,1","5,56","1,96"
T24031131,325,300,"7,1","5,56","1,96"
T24031131,323,323,"7,1","4,70","1,96"
T24031151,933,"877,8","5,8","4,74","2,66"
T24031161,988,"947,6","5,5","5,56","2,27"
T24031241,1713,"1640,2","7,5","5,56","2,76"
T24031251,1107,"1059,9","6,2","4,97","2,42"
T24031341,1114,"1067,8","4,9","5,60","2,28"
T24031351,689,"655,6","6,1","5,60","2,45"
T24031361,723,"690,5","6,4","5,60","2,35"
T24031431,726,"696,3","7,4","5,10","1,82"
T24031441,952,"910,6","8,9","5,10","2,50"
T24031451,910,"862,2","6,2","5,10","3,00"
T24031461,1042,"993,3","5,1","5,60","1,86"
T24031531,798,"756,6","7,3","5,33","2,42"
T24031541,750,"714,3","6,1","5,33","1,95"
T24031561,1410,"1362,9","4,7","5,10","2,18"
T24031561,1049,"1003,3","6,8","5,33","1,96"
T24031631,1324,1267,"6,9","5,94","2,39"
T24031651,939,"897,6","5,4","4,37","2,18"
T24031661,840,"800,8","5,7","5,33","2,47"
T24031831,953,"908,3","6,8","4,37","2,87"
T24031841,1166,"1114,8","4,7","5,41","2,47"
T24031851,852,812,"5,6","5,41","2,15"
T24031861,584,"557,6","6,2","5,33","2,40"
T24031931,1148,"1099,2","7,0","5,69","2,76"
T24031941,914,"873,3","5,9","5,94","1,87"
T24031951,1001,"956,8","5,0","5,69","2,22"
T24031961,239,224,"6,4","5,94","2,06"
T24031961,718,"689,6","6,4","5,41","2,06"
T24032031,1393,"1329,5","6,1","5,12","2,60"
T24032051,994,"954,8","6,4","5,69","2,54"
T24032061,565,"520,9","7,8","4,37","2,58"
T24032141,2049,"1972,6","6,3","5,12","1,99"
T24032151,1020,"967,9","5,8","5,69","2,30"
T24032161,923,"874,2","6,6",,"2,45"
T24032231,913,"868,8","6,9","5,12","3,05"
T24032241,759,"715,5","8,1","5,14","2,34"
T24032251,650,"603,6","8,3","5,14","2,70"
T24032341,791,"753,9","6,7","5,14","1,99"
T24032351,306,"282,5",,"5,29",
T24032531,509,"486,2","6,9","5,14","2,74"
T24032541,1120,"1076,5","6,2","5,29","2,06"
T24032561,859,"820,9","5,2","5,14","2,24"
T24032631,730,"695,8","7,1","5,29","2,17"
T24032641,1025,"987,8","6,8","5,29","1,96"
T24032651,555,"516,8","7,6","4,78","2,47"
T24032661,901,901,"5,8","4,78","2,50"
T24032731,957,917,"6,9","4,78","2,34"
T24032741,909,"861,9","6,6","5,72","2,92"
T24032751,1096,"1050,3","5,9","5,72","2,17"
T24032761,537,"504,6","6,6","5,29","2,71"
T24032761,241,220,"6,6","4,78","2,71"
T24032831,747,707,"6,4","4,70","2,70"
T24032841,1056,"993,9","6,8","5,72","2,34"
T24032851,745,"711,2","6,3","4,78","2,04"
T24032861,553,"535,9","5,7","4,78","2,19"
T24040231,1299,"1236,3","6,6","5,67","1,96"
T24040251,850,"807,2","6,2","4,70","2,57"
T24040261,1116,"1061,2","5,9","5,72","1,86"
T24040351,618,"576,6","6,8","5,15","3,01"
T24040361,737,"703,3","5,1","5,15","2,46"
T24040431,821,791,"6,8","6,05","2,41"
T24040441,984,944,"6,2","5,15","2,29"
T24040451,1184,"1133,3","5,6","4,15","2,57"
T24040461,673,"640,2","5,9","4,70","2,03"
T24040531,996,"948,9","6,4","4,15","2,47"
T24040541,752,"711,6","7,1","4,87","2,78"
T24040551,958,"918,2","6,5","4,15","2,08"
T24040561,902,"862,8","6,4","4,87","2,50"
T24040931,866,"826,8","5,9","4,57","2,46"
T24040941,607,"574,2","5,6","5,67","2,18"
T24040951,797,"764,2","6,0","4,15","2,61"
T24040961,749,"693,3","6,1","6,05","1,81"
T24041031,827,"784,9","6,7","4,87","2,62"
T24041041,785,"752,2","6,9","4,87","2,52"
T24041051,893,"845,2","6,7","4,57","2,98"
T24041061,818,"770,9","5,9","6,05","1,57"
T24041131,386,"369,3",,"6,07",
T24041141,616,"579,6","6,8","4,87","1,94"
T24041151,757,"717,6","6,2","6,05","2,91"
T24041161,748,748,"6,2","5,67","2,15"
T24041231,1005,"971,5","6,1","4,57","2,45"
T24041241,980,"942,2","5,8","4,57","2,31"
T24041251,680,"649,5","6,2","5,33","2,39"
T24041261,551,"518,9","6,3","6,05","2,64"
T24041331,985,"946,5","7,3","6,07","2,31"
T24041341,1142,"1093,9","6,0","6,07","2,16"
T24041351,772,737,"6,1","5,33","2,21"
T24041361,1257,"1206,3","5,3","5,33","2,30"
T24041541,1005,"964,2","6,7","5,33","2,05"
T24041541,643,"621,9","6,5","4,26","2,21"
T24041551,673,"638,8","6,4","6,07","2,15"
T24041561,935,"897,4","5,9","6,07","2,20"
T24041631,1385,1330,"6,9","6,67","1,99"
T24041651,989,"952,2","5,7","4,31","3,02"
T24041661,987,"946,5","6,0","4,26","2,30"
T24041731,825,"791,2","7,2","5,69","2,42"
T24041751,1465,1400,"5,9","4,31","2,38"
T24041831,636,"611,8","6,5","6,67","2,48"
T24041841,602,572,"5,4","4,80","1,78"
T24041851,1065,"1023,2","7,0","4,26","2,13"
T24041861,604,"577,2","6,8","6,67","2,50"
T24041931,595,"567,6","6,6","5,69","2,08"
T24041941,1034,"999,7","5,8","4,80","2,58"
T24041951,1172,"1126,3","6,7","4,80","2,63"
T24041961,1137,1101,"5,6","4,80","2,11"
T24042031,1208,1208,"5,7","5,69","2,24"
T24042041,743,"711,3","6,2","5,71","2,85"
T24042051,1136,1086,"6,8","5,69","3,07"
T24042061,720,"688,2","5,8","5,71","2,26"
T24042231,383,"367,8",,"5,71",
T24042241,1134,"1090,5","6,4","5,62","2,52"
T24042251,959,"916,3","7,0","4,43","2,70"
T24042261,702,672,"5,8","5,71","2,58"
T24042331,1270,1226,"6,8","4,43","2,17"
T24042341,1062,"1016,3","7,1","6,41","2,92"
T24042351,711,"678,9","7,1","6,41","2,22"
T24042361,1026,"988,9","5,5","6,41","1,47"
T24042431,763,733,"7,8","3,94","2,68"
T24042441,475,"451,5","6,4","5,62","2,30"
T24042451,444,444,"10,1","4,43","2,11"
T24042451,"239,5","239,5","10,1","5,62","2,11"
T24042451,372,372,"10,1","5,18","2,11"
T24042451,374,374,"10,1","7,44","2,11"
T24042461,1753,"1676,6","5,4","2,24","1,39"
T24042531,338,"319,9",,"5,18",
T24042532,"320,5","320,5","11,7","3,94","1,71"
T24042532,"313,5","313,5","11,7","7,44","1,71"
T24042532,312,312,"11,7","4,71","1,71"
T24042541,1073,"1034,2","6,8","2,24","2,44"
T24042551,512,"478,5","6,7","5,62","1,68"
T24042561,612,"580,9","6,9","3,94","2,22"
T24042631,764,"731,9","6,6","3,94","2,18"
T24042641,848,"813,8","6,5","4,56","2,42"
T24042651,1118,"1079,5","6,5","5,18","2,30"
T24042661,929,"894,2","5,0","5,18","2,72"
T24042731,941,"901,2","6,6","7,44","1,95"
T24042741,535,"512,2","6,0","4,56","2,39"
T24042751,1073,"1025,2","7,5","7,44","1,83"
T24042761,1276,"1233,9","4,6","4,56","2,29"
T24042931,1002,"963,2","6,6","6,48","2,37"
T24042941,808,"771,6","6,8","6,48","3,23"
T24042951,581,546,"6,6","6,48","1,71"
T24042961,743,"705,5","5,7","6,48","1,93"
T24043031,636,609,"6,5","6,48","1,92"
T24043041,915,"882,5","5,5","4,71","2,26"
T24043051,1073,"1029,2","6,0","4,71","2,84"
T24043061,1587,"1536,6","5,9","4,71","2,51"
T24050141,1666,"1603,9","6,2","5,43","2,16"
T24050151,806,774,"6,1","5,46","2,12"
T24050231,1178,"1144,9","5,9","5,99","2,12"
T24050241,1067,1028,"5,5","5,99","2,26"
T24050251,1191,"1144,3","5,2","5,46","1,19"
T24050261,1350,"1304,3","5,5","5,99","1,69"
T24050431,558,"536,3","6,4","5,43","1,96"
T24050441,939,"896,9","6,7","5,46","2,21"
T24050451,1026,"981,8","6,4","5,00","1,51"
T24050461,969,"929,8","5,5","5,46","2,45"
T24050631,520,"487,5","6,5","6,41","2,11"
T24050641,745,"712,2","7,3","5,99","2,36"
T24050651,352,"371,6","6,1","5,43","2,95"
T24050651,457,400,"6,1","5,91","2,95"
T24050661,1033,"989,9","5,6","5,00","2,61"
T24050731,1363,"1310,2","7,0","5,91","2,42"
T24050751,1343,"1286,6","5,6","5,91","0,91"
T24050761,590,"554,3","6,3","5,00","2,36"
T24050831,1175,"1139,8","5,8","5,91","2,55"
T24050841,521,"501,9","6,4","6,41","1,98"
T24050851,959,919,"5,8","6,41","2,41"
T24050861,761,726,"6,0","6,41","2,10"
T24050941,622,"595,2","6,4","5,97","1,87"
T24050951,1093,"1040,8","5,6","5,97","2,30"
T24050961,866,"831,8","5,1","5,97","2,37"
T24051031,785,756,"6,5","7,19","2,47"
T24051041,678,"645,9","7,0","4,34","2,22"
T24051051,897,"853,5","5,8","7,19","1,99"
T24051061,1179,1137,"5,0","5,21","2,40"
T24051131,1278,"1235,9","6,1","6,41","2,37"
T24051141,955,"912,9","6,6","4,34","1,57"
T24051151,1069,"1023,3","6,5","4,34","2,43"
T24051161,767,"730,6","6,0","7,19","1,80"
T24051331,1142,"1104,3","6,7","6,99","2,45"
T24051341,1138,"1096,6","5,9","6,99","1,54"
T24051351,1039,998,"6,1","7,39","2,38"
T24051361,817,"788,5","6,5","5,21","2,17"
T24051431,902,"865,5","6,9","5,82","1,42"
T24051432,"1455,5","1455,5","10,0","7,39","2,01"
T24051441,753,"727,3","6,3","5,21","2,05"
T24051451,440,"420,2","6,4","6,99","2,74"
T24051451,327,319,"6,4","5,39","2,74"
T24051461,904,"872,6","5,6","5,39","1,44"
T24051531,1019,"986,2","6,1","5,82","2,41"
T24051541,595,567,"6,2","5,82","2,30"
T24051551,688,"657,5","5,9","5,39","2,40"
T24051561,768,733,"7,5","5,82","1,81"
T24051631,634,"610,3","4,8","5,34","1,92"
T24051641,1224,"1181,3","4,8","5,34","2,36"
T24051651,846,"814,6","6,6","5,39","2,12"
T24051661,669,"634,5","5,4","5,82","2,40"
T24051731,721,"700,3","6,8","5,34","1,92"
T24051741,817,"787,8","5,6","5,34","2,19"
T24051751,1011,"976,8","6,4","4,54","2,36"
T24051761,915,"876,9","5,6","4,54","2,43"
T24051831,870,"841,5","6,8","5,34","2,52"
T24051841,872,"833,9","7,5","4,24","2,20"
T24051851,1029,"987,8","6,4","4,24","2,60"
T24051861,1050,"1014,3","5,0","4,54","2,24"
T24052131,955,"906,5","6,8","4,24","2,22"
T24052141,574,"548,3","7,4","3,70","2,38"
T24052161,1382,"1309,9","7,6","3,70","2,43"
T24052231,877,"843,9","7,0","4,54","2,13"
T24052242,755,755,"10,1","4,24","2,02"
T24052251,1005,"970,8","6,9","3,70","2,52"
T24052261,828,"794,5","5,6","4,93","2,39"
T24052331,701,"674,6","6,5","4,93","2,16"
T24052341,1230,"1186,6","6,5","4,93","2,07"
T24052351,562,"513,5","5,5","4,93","1,81"
T24052361,517,"489,2","6,5","3,70","3,01"
T24052431,668,"640,3","7,4","6,94","2,85"
T24052441,836,"803,9","7,9","6,94","2,43"
T24052451,657,627,"6,6","5,77","2,03"
T24052461,599,"558,4","5,6","5,77","1,15"
T24052531,289,"276,6",,"5,63",
T24052541,913,"880,2","5,7","5,77","2,53"
T24052551,455,"432,6","7,7","4,93","2,27"
T24052561,900,854,"5,7","5,72","1,81"
T24052731,373,"355,2",,"4,79",
T24052741,846,"815,5","6,5","5,77","2,37"
T24052751,749,"706,9","5,3","6,94","1,81"
T24052761,957,"914,3","5,0","6,94","1,89"
T24052762,"306,5","306,5","8,1","5,77","1,84"
T24052762,"189,5","189,5","8,1","5,72","1,84"
T24052762,306,306,"8,1","5,63","1,84"
T24052831,797,"771,3","5,9","5,72","2,59"
T24052841,952,"917,9","6,2","4,79","2,74"
T24052851,312,312,"7,9","6,94","2,43"
T24052861,704,"679,8","5,7","5,77","2,43"
T24052931,1021,"983,2","5,9","6,07","1,85"
T24052941,827,"795,6","5,4","6,07","2,33"
T24052951,626,"593,8","8,0","6,07","2,49"
T24052961,697,"657,8","6,7","5,72","2,22"
T24053131,603,"574,8","8,5","3,95","2,05"
T24053151,953,"908,8","7,2","3,95","2,00"
T24053161,1081,"1041,8","7,1","5,63","2,73"
T24060131,778,"742,3","7,4","3,95","2,66"
T24060141,897,897,"10,0","5,63","2,62"
T24060151,1111,1111,"8,3","5,48","2,07"
T24060161,1180,"1131,5","6,0","4,79","2,19"
T24060331,834,"799,8","8,0","4,79","1,89"
T24060341,1163,"1114,5","7,3","5,63","1,80"
T24060351,381,"360,5",,"5,63",
T24060361,755,"722,2","6,9","6,77","2,66"
T24060431,427,"395,9","6,8","6,35","2,05"
T24060441,889,849,"7,1","5,27","2,71"
T24060451,1000,"957,2","6,7","6,35","2,46"
T24060461,607,"575,6","7,0","4,79","2,43"
T24060531,620,591,"7,1","5,27","1,55"
T24060541,914,"879,8","7,2","5,27","2,36"
T24060551,836,"798,9","6,6","6,77","2,42"
T24060561,1077,"1029,3","6,4","6,77","2,09"
T24060631,880,"842,9","5,6","6,58","2,39"
T24060632,233,233,"8,8","5,61","1,69"
T24060632,"293,5","293,5","8,8","6,58","1,69"
T24060632,"293,5","293,5","8,8","4,81","1,69"
T24060632,233,233,"8,8","5,61","1,69"
